"official_title","your_title","watch_date","type","year","decade","half_decade","age","runtime","genre1","genre2","genre3","seen","source","rating","imdb_rating","recommender"
"Jennifer's Body(2009)","Jenifer's Body","2021-07-30","movie","2009","2000","2005","13","102","Comedy","Horror","","n","Hulu","1.5","5.4","NA"
"Period. End of Sentence.(2018)","Period. End of Sentence","2021-07-31","short","2018","2010","2015","4","26","Documentary","Short","","n","Netflix","5.0","7.4","NA"
"The Mystery of Chaco Canyon(1999)","The Mystery of Chaco Canyon","2021-08-01","tvMovie","1999","1990","1995","23","56","Documentary","","","n","Amazon Prime","0.0","7.4","NA"
"Boss Level(2020)","Boss Level","2021-08-02","movie","2020","2020","2020","2","100","Mystery","Thriller","","n","Hulu","8.0","6.8","NA"
"The Map of Tiny Perfect Things(2021)","Little Map of Perfect Things","2021-08-03","movie","2021","2020","2020","1","98","Comedy","Fantasy","Romance","n","Amazon Prime","5.0","6.8","NA"
"ARQ(2016)","ARQ","2021-08-04","movie","2016","2010","2015","6","88","Action","Sci-Fi","Thriller","n","Netflix","7.5","6.3","NA"
"Timecrimes(2007)","Timecrimes","2021-08-05","movie","2007","2000","2005","15","92","Mystery","Sci-Fi","Thriller","n","Tubi","8.0","7.1","NA"
"The Suicide Squad(2021)","The Suicide Squad","2021-08-06","movie","2021","2020","2020","1","132","Action","Adventure","Comedy","n","Regal Theater","8.0","7.2","NA"
"The Mothman of Point Pleasant(2017)","The Mothman of Point Pleasant","2021-08-07","movie","2017","2010","2015","5","67","Documentary","","","n","Amazon Prime","6.0","6.0","NA"
"VHYes(2019)","VHYes","2021-08-08","movie","2019","2010","2015","3","72","Comedy","","","n","Hulu","6.0","5.9","NA"
"Grandma(2015)","grandma","2021-08-09","movie","2015","2010","2015","7","79","Comedy","Drama","","n","Hulu","8.0","6.7","NA"
"5 Years Apart(2019)","5 Years Apart","2021-08-10","movie","2019","2010","2015","3","76","Comedy","Drama","","n","Hulu","5.0","5.4","NA"
"Rock & Rule(1983)","Rock and Rule","2021-08-11","movie","1983","1980","1980","39","77","Animation","Fantasy","Music","n","Youtube","8.0","6.4","NA"
"Wolfcop(2014)","Wolf Cop","2021-08-12","movie","2014","2010","2010","8","79","Comedy","Horror","","n","Hulu","6.0","5.5","NA"
"Free Guy(2021)","Free Guy","2021-08-13","movie","2021","2020","2020","1","115","Action","Adventure","Comedy","n","Regal Theater","10.0","7.1","NA"
"Lovecraft: Fear of the Unknown(2008)","HP Lovecraft","2021-08-14","movie","2008","2000","2005","14","90","Biography","Documentary","","n","Amazon Prime","5.0","7.2","NA"
"Misha and the Wolves(2021)","Misha and the Wolves","2021-08-15","movie","2021","2020","2020","1","90","Documentary","Drama","","n","Amazon Prime","7.5","6.7","NA"
"The Maltese Falcon(1941)","The Maltese Falcon","2021-08-16","movie","1941","1940","1940","81","100","Crime","Film-Noir","Mystery","n","Netflix","8.0","8.0","NA"
"Croupier(1998)","The Croupier","2021-08-17","movie","1998","1990","1995","24","94","Crime","Drama","","n","Netflix","8.0","7.0","NA"
"Killing Them Softly(2012)","killing them softly","2021-08-18","movie","2012","2010","2010","10","97","Crime","Drama","Thriller","n","Netflix","8.5","6.2","NA"
"Nocturnal Animals(2016)","Nocturnal Animals","2021-08-19","movie","2016","2010","2015","6","116","Drama","Thriller","","n","Netflix","6.0","7.5","NA"
"Jungle Cruise(2021)","The Jungle Cruise","2021-08-20","movie","2021","2020","2020","1","127","Action","Adventure","Comedy","n","Regal Theater","8.0","6.6","NA"
"Capturing the Light(2008)","Capturing the Light: The Dorothy Izatt Phenomenon","2021-08-21","video","2008","2000","2005","14","47","Documentary","","","n","Amazon Prime","2.0","6.1","NA"
"One Last Shot(1998)","One Last Shot","2021-08-22","short","1998","1990","1995","24","30","Comedy","Drama","Short","n","Netflix","8.0","6.5","NA"
"Police Story(1985)","Police Story","2021-08-23","movie","1985","1980","1985","37","100","Action","Comedy","Crime","n","HBO Max","5.0","7.5","NA"
"The Tuxedo(2002)","The Tuxedo","2021-08-24","movie","2002","2000","2000","20","98","Action","Comedy","Sci-Fi","n","Hulu","2.0","5.4","NA"
"The Accidental Spy(2001)","The Accidental Spy","2021-08-25","movie","2001","2000","2000","21","108","Action","Comedy","Crime","n","Hulu","5.0","5.8","NA"
"The Forbidden Kingdom(2008)","The Forbidden Kingdom","2021-08-26","movie","2008","2000","2005","14","104","Action","Adventure","Fantasy","n","Hulu","1.5","6.5","NA"
"Reminiscence(2021)","Reminiscence","2021-08-27","movie","2021","2020","2020","1","116","Mystery","Romance","Sci-Fi","n","Regal Theater","5.0","5.8","NA"
"About a Girl(2020)","About a Girl","2021-08-28","short","2020","2020","2020","2","15","Drama","Fantasy","Short","n","HBO Max","8.0","5.4","NA"
"Never-Ending Man: Hayao Miyazaki(2016)","The Neverending Man: Hayao Miyazaki","2021-08-29","tvMovie","2016","2010","2015","6","70","Biography","Documentary","","n","HBO Max","8.0","6.8","NA"
"Lupin III: The Castle of Cagliostro(1979)","The Castle of Cagliostro","2021-08-30","movie","1979","1970","1975","43","100","Action","Adventure","Animation","n","Netflix","10.0","7.6","NA"
"Nausicaä of the Valley of the Wind(1984)","Nausicaä of the Valley of the Wind","2021-08-31","movie","1984","1980","1980","38","117","Adventure","Animation","Sci-Fi","n","HBO Max","10.0","8.0","NA"
"La La Land(2016)","La La Land","2021-09-01","movie","2016","2010","2015","6","128","Comedy","Drama","Music","y","Amazon Prime","8.5","8.0","NA"
"Castle in the Sky(1986)","Castle in the Sky","2021-09-01","movie","1986","1980","1985","36","125","Adventure","Animation","Family","n","HBO Max","8.0","8.0","NA"
"Porco Rosso(1992)","Porco Rosso","2021-09-02","movie","1992","1990","1990","30","94","Adventure","Animation","Comedy","n","HBO Max","10.0","7.7","NA"
"Shang-Chi and the Legend of the Ten Rings(2021)","Shang-Chi and the Legend of the Ten Rings","2021-09-03","movie","2021","2020","2020","1","132","Action","Adventure","Fantasy","n","Regal Theater","8.5","7.4","NA"
"Batman Begins(2005)","Batman Begins","2021-09-03","movie","2005","2000","2005","17","140","Action","Crime","Drama","n","HBO Max","8.0","8.2","NA"
"The Dark Knight(2008)","The Dark Knight","2021-09-04","movie","2008","2000","2005","14","152","Action","Crime","Drama","n","HBO Max","8.0","9.0","NA"
"The Dark Knight Rises(2012)","The Dark Knight Rises","2021-09-05","movie","2012","2010","2010","10","164","Action","Drama","","y","HBO Max","5.0","8.4","NA"
"Canvas(2020)","Canvas","2021-09-05","short","2020","2020","2020","2","9","Animation","Drama","Family","n","Netflix","5.0","6.4","NA"
"Batman: Gotham by Gaslight(2018)","Batman: Gotham by Gaslight","2021-09-06","movie","2018","2010","2015","4","78","Action","Adventure","Animation","n","HBO Max","8.5","6.7","NA"
"Batman: Gotham Knight(2008)","Batman: Gotham Knight","2021-09-07","video","2008","2000","2005","14","75","Action","Animation","Crime","n","HBO Max","8.5","6.7","NA"
"The Batman vs. Dracula(2005)","Batman vs Dracula","2021-09-08","video","2005","2000","2005","17","83","Action","Animation","Horror","n","HBO Max","8.0","6.6","NA"
"Batman: Under the Red Hood(2010)","Batman: Under the Red Hood","2021-09-09","video","2010","2010","2010","12","75","Action","Animation","Crime","n","HBO Max","6.0","8.0","NA"
"Her Name Was Jo(2020)","Her Name Was Jo","2021-09-10","movie","2020","2020","2020","2","104","Adventure","","","n","Bowtie Theater","8.0","5.6","NA"
"The Norse: An Arctic Mystery(2012)","The Norse: An Arctic Mystery","2021-09-11","tvMovie","2012","2010","2010","10","51","Documentary","","","n","Amazon Prime","8.0","6.7","NA"
"American Outlaws(2001)","American Outlaws","2021-09-12","movie","2001","2000","2000","21","94","Action","Western","","n","Netflix","4.0","5.9","NA"
"The Hangman(1959)","The Hangman","2021-09-13","movie","1959","1950","1955","63","87","Western","","","n","Hulu","8.0","6.5","NA"
"Pony Express(1953)","Pony Express","2021-09-14","movie","1953","1950","1950","69","101","History","Romance","Western","n","Hulu","8.0","5.8","NA"
"Hud(1963)","Hud","2021-09-15","movie","1963","1960","1960","59","112","Drama","Western","","n","Hulu","8.0","7.8","NA"
"McCabe & Mrs. Miller(1971)","McCabe and Mrs. Miller","2021-09-16","movie","1971","1970","1970","51","120","Drama","Western","","n","HBO Max","2.0","7.6","NA"
"Starship Troopers(1997)","Starship Troopers","2021-09-17","movie","1997","1990","1995","25","129","Action","Adventure","Sci-Fi","n","Starz","8.5","7.3","NA"
"Coffee Shop Names(2020)","Coffe Shop Names","2021-09-18","short","2020","2020","2020","2","8","Comedy","Short","","n","HBO Max","8.5","7.6","NA"
"Safe House(2012)","Safe House","2021-09-19","movie","2012","2010","2010","10","115","Action","Thriller","","n","Netflix","8.0","6.7","NA"
"Kate(2021)","Kate","2021-09-20","movie","2021","2020","2020","1","106","Action","Adventure","Crime","n","Netflix","8.0","6.2","NA"
"The Stronghold(2020)","Bac Nord","2021-09-21","movie","2020","2020","2020","2","105","Action","Crime","Thriller","n","Netflix","8.5","6.9","NA"
"Birth of the Dragon(2016)","Birth of the Dragon","2021-09-22","movie","2016","2010","2015","6","95","Action","Biography","Drama","n","Netflix","4.0","5.6","NA"
"Nightbooks(2021)","Nightbooks","2021-09-23","movie","2021","2020","2020","1","103","Family","Fantasy","Horror","n","Netflix","5.0","5.7","NA"
"The Nice Guys(2016)","The Nice Guys","2021-09-24","movie","2016","2010","2015","6","116","Action","Comedy","Crime","n","Hulu","8.5","7.3","NA"
"Dredd(2012)","Dredd","2021-09-25","movie","2012","2010","2010","10","95","Action","Crime","Sci-Fi","n","Hulu","8.0","7.1","NA"
"Cannabis Evolution(2019)","Cannabis Evolution","2021-09-26","video","2019","2010","2015","3","70","Documentary","","","n","Hulu","0.0","6.2","NA"
"Focus(2015)","Focus","2021-09-27","movie","2015","2010","2015","7","105","Comedy","Crime","Drama","n","Peacock","2.5","6.6","NA"
"21(2008)","21","2021-09-28","movie","2008","2000","2005","14","123","Crime","Drama","History","n","Hulu","8.0","6.8","NA"
"Identity Thief(2013)","Identity Thief","2021-09-29","movie","2013","2010","2010","9","111","Comedy","Crime","Drama","n","Hulu","4.0","5.7","NA"
"I Love You Phillip Morris(2009)","I Love You Phillip Morris","2021-09-30","movie","2009","2000","2005","13","102","Biography","Comedy","Crime","n","Hulu","7.5","6.6","NA"
"The Garden of Words(2013)","The Garden of Words","2021-10-01","movie","2013","2010","2010","9","46","Animation","Drama","Romance","n","Netflix","8.0","7.4","NA"
"Palm Springs(2020)","Palm Springs","2021-10-02","movie","2020","2020","2020","2","90","Comedy","Fantasy","Mystery","y","Hulu","6.0","7.4","NA"
"Lonely Blue Night(2020)","Lonely Blue Night","2021-10-02","short","2020","2020","2020","2","15","Short","","","n","HBO Max","8.5","6.6","NA"
"The Gleaners & I(2000)","The Gleaners and I","2021-10-03","movie","2000","2000","2000","22","82","Documentary","","","n","Kanopy","8.0","7.7","NA"
"The 400 Blows(1959)","The 400 Blows","2021-10-04","movie","1959","1950","1955","63","99","Crime","Drama","","n","HBO Max","10.0","8.1","NA"
"Shoot the Piano Player(1960)","Shoot the Piano Player","2021-10-05","movie","1960","1960","1960","62","81","Crime","Drama","Thriller","n","HBO Max","8.5","7.4","NA"
"The Blob(1958)","The Blob","2021-10-06","movie","1958","1950","1955","64","86","Horror","Sci-Fi","","n","HBO Max","6.0","6.3","NA"
"Jules and Jim(1962)","Jules and Jim","2021-10-07","movie","1962","1960","1960","60","105","Drama","Romance","","n","HBO Max","5.0","7.7","NA"
"The Hug(2018)","The Hug","2021-10-08","short","2018","2010","2015","4","5","Horror","Sci-Fi","Short","n","Hulu","8.0","6.2","NA"
"Swiped to Death(2019)","Swiped to Death","2021-10-09","short","2019","2010","2015","3","7","Horror","Short","","n","Hulu","5.0","5.9","NA"
"Ride(2019)","Ride","2021-10-09","short","2019","2010","2015","3","6","Horror","Short","","n","Hulu","2.0","5.0","NA"
"The Ripper(2019)","Slasher","2021-10-10","short","2019","2010","2015","3","5","Comedy","Horror","Short","n","Hulu","2.5","4.4","NA"
"Ingrid Goes West(2017)","Ingrid Goes West","2021-10-11","movie","2017","2010","2015","5","98","Comedy","Drama","","n","Hulu","8.5","6.6","NA"
"Romy and Michele's High School Reunion(1997)","Romy and Michele's High School Reunion","2021-10-12","movie","1997","1990","1995","25","92","Comedy","","","n","Hulu","8.0","6.3","NA"
"Earth Girls Are Easy(1988)","Earth Girls are Easy","2021-10-13","movie","1988","1980","1985","34","100","Comedy","Musical","Romance","n","Youtube","8.0","5.4","NA"
"Fire in Paradise(2019)","Fire in Paradise","2021-10-14","short","2019","2010","2015","3","39","Documentary","Short","","n","Netflix","10.0","7.4","NA"
"No Time to Die(2021)","No Time to Die","2021-10-15","movie","2021","2020","2020","1","163","Action","Adventure","Thriller","n","Regal Theater","8.5","7.3","NA"
"The Trader(2018)","The Trader","2021-10-16","short","2018","2010","2015","4","23","Documentary","Short","","n","Netflix","2.0","6.7","NA"
"The Road Warrior(1981)","Mad Max 2","2021-10-17","movie","1981","1980","1980","41","96","Action","Adventure","Sci-Fi","n","HBO Max","5.0","7.6","NA"
"Police Academy 2: Their First Assignment(1985)","Police Academy 2","2021-10-18","movie","1985","1980","1985","37","87","Comedy","","","n","HBO Max","5.0","5.7","NA"
"Venom: Let There Be Carnage(2021)","Venom: Let There Be Carnage","2021-10-19","movie","2021","2020","2020","1","97","Action","Adventure","Sci-Fi","n","Regal Theater","8.5","5.9","NA"
"Gremlins(1984)","Gremlins","2021-10-20","movie","1984","1980","1980","38","106","Comedy","Fantasy","Horror","n","HBO Max","8.0","7.3","NA"
"Ghoulies II(1987)","Ghoulies 2","2021-10-21","movie","1987","1980","1985","35","89","Comedy","Horror","","n","Youtube","2.0","4.5","NA"
"Dune(2021)","Dune","2021-10-22","movie","2021","2020","2020","1","155","Action","Adventure","Drama","n","Regal Theater","10.0","8.0","NA"
"Becoming Cousteau(2021)","Becoming Cousteau","2021-10-23","movie","2021","2020","2020","1","94","Adventure","Biography","Documentary","n","Regal Theater","8.5","7.1","NA"
"A Field in England(2013)","A Field in England","2021-10-24","movie","2013","2010","2010","9","90","Drama","History","Horror","n","Hulu","2.5","6.2","NA"
"Victor Frankenstein(2015)","Victor Frankenstein","2021-10-25","movie","2015","2010","2015","7","110","Drama","Horror","Sci-Fi","n","Hulu","5.0","5.9","NA"
"The Return of the Living Dead(1985)","The Return of the Living Dead","2021-10-26","movie","1985","1980","1985","37","91","Comedy","Horror","Sci-Fi","n","HBO Max","5.0","7.3","NA"
"What We Do in the Shadows(2014)","What We Do In The Shadows","2021-10-27","movie","2014","2010","2010","8","86","Comedy","Horror","","y","fx","8.5","7.6","NA"
"The Most Dangerous Game(1932)","The Most Dangerous Game","2021-10-27","movie","1932","1930","1930","90","63","Action","Adventure","Horror","n","HBO Max","2.0","7.1","NA"
"The Evil Dead(1981)","The Evil Dead","2021-10-28","movie","1981","1980","1980","41","85","Horror","","","n","HBO Max","8.0","7.4","NA"
"Last Night in Soho(2021)","Last Night in Soho","2021-10-29","movie","2021","2020","2020","1","116","Drama","Horror","Mystery","n","Regal Theater","8.5","7.1","NA"
"Freaky(2020)","Freaky","2021-10-30","movie","2020","2020","2020","2","102","Comedy","Horror","Thriller","n","HBO Max","8.0","6.3","NA"
"A Nightmare on Elm Street(1984)","Nightmare on Elm Street","2021-10-31","movie","1984","1980","1980","38","91","Horror","","","n","HBO Max","8.0","7.4","NA"
"It's the Great Pumpkin, Charlie Brown(1966)","It's The Great Pumpkin Charlie Brown","2021-10-31","tvMovie","1966","1960","1965","56","25","Animation","Comedy","Family","y","Stream","10.0","8.2","NA"
"Horse Girl(2020)","Horse Girl","2021-11-01","movie","2020","2020","2020","2","103","Drama","Mystery","Thriller","n","Netflix","10.0","5.9","NA"
"Boyhood(2014)","Boyhood","2021-11-02","movie","2014","2010","2010","8","165","Drama","","","n","Stream","8.5","7.9","NA"
"Good Time(2017)","Good Time","2021-11-03","movie","2017","2010","2015","5","102","Crime","Drama","Thriller","n","Netflix","8.0","7.3","NA"
"The Master(2012)","The Master","2021-11-04","movie","2012","2010","2010","10","138","Drama","","","n","Netflix","7.5","7.1","NA"
"The French Dispatch(2021)","The French Dispatch","2021-11-07","movie","2021","2020","2020","1","107","Comedy","Drama","Romance","y","Regal Theater","8.5","7.2","NA"
"Bridget Jones's Diary(2001)","Bridget Jones's Diary","2021-11-06","movie","2001","2000","2000","21","97","Comedy","Drama","Romance","n","Pluto TV","5.0","6.7","NA"
"Some Kind of Heaven(2020)","Some Kind of Heaven","2021-11-07","movie","2020","2020","2020","2","83","Documentary","","","n","Hulu","5.0","7.2","NA"
"The November Man(2014)","The November Man","2021-11-08","movie","2014","2010","2010","8","108","Action","Thriller","","n","Netflix","2.5","6.2","NA"
"Flower(2017)","Flower","2021-11-09","movie","2017","2010","2015","5","90","Comedy","Drama","","n","Hulu","6.0","6.0","NA"
"Eighth Grade(2018)","Eigth Grade","2021-11-10","movie","2018","2010","2015","4","93","Comedy","Drama","","n","Showtime","8.5","7.4","NA"
"Batman Ninja(2018)","Batman Ninja","2021-11-11","movie","2018","2010","2015","4","85","Action","Animation","Sci-Fi","n","HBO Max","8.0","5.6","NA"
"Eternals(2021)","Eternals","2021-11-12","movie","2021","2020","2020","1","156","Action","Adventure","Fantasy","n","Regal Theater","2.0","6.3","NA"
"At Last(2020)","At Last","2021-11-13","short","2020","2020","2020","2","13","Drama","Short","","n","HBO Max","8.0","7.0","NA"
"Mean Streets(1973)","Mean Streets","2021-11-14","movie","1973","1970","1970","49","112","Crime","Drama","Thriller","n","HBO Max","8.0","7.2","NA"
"Raging Bull(1980)","Raging Bull","2021-11-15","movie","1980","1980","1980","42","129","Biography","Drama","Sport","n","Showtime","8.5","8.2","NA"
